Kind,Name,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgEssentialStrictModified,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariableInternal,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariableProtectedInternal,CountDeclInstanceVariablePublic,CountDeclLibunit,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodDefault,CountDeclMethodFriend,CountDeclMethodInternal,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodProtectedInternal,CountDeclMethodPublic,CountDeclMethodStrictPrivate,CountDeclMethodStrictPublished,CountDeclModule,CountDeclProgunit,CountDeclProperty,CountDeclPropertyAuto,CountDeclSubprogram,CountInput,CountLine,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineCode_Javascript,CountLineCode_Php,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountLineInactive,CountLinePreprocessor,CountLine_Html,CountLine_Javascript,CountLine_Php,CountOutput,CountPackageCoupled,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtEmpty,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,EssentialStrictModified,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxEssentialStrictModified,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,SumEssentialStrictModified
Public Class,"net.siliconcode.sonar.quamoco.QuamocoPluginTest",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/QuamocoPluginTest.java,,,,,,,1,1,1,1,,12,0,3,8,1,1,0,,1,0,,,,,3,0,,,,,,,4,4,,0,,,0,0,,4,,,,,,,,,64,5,,,,17,10,5,,,42,,,,,,,,,,,,5,10,7,,,,3,,,,,,,,,1,1,1,1,,,1,0,,0,2.47,4,4,4,4,
Public Static Method,"net.siliconcode.sonar.quamoco.QuamocoPluginTest.main",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/QuamocoPluginTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,0,,,,3,1,1,,,8,,,,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,2.67,,,,,
Public Method,"net.siliconcode.sonar.quamoco.QuamocoPluginTest.setUp",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/QuamocoPluginTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,0,,,,2,1,0,,,9,,,,,,,,,0,,1,0,1,1,,,,0,,,1,1,1,1,,,,,,,,,,0,,,4.50,,,,,
Public Method,"net.siliconcode.sonar.quamoco.QuamocoPluginTest.tearDown",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/QuamocoPluginTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,0,,,,2,1,0,,,9,,,,,,,,,0,,1,0,1,1,,,,0,,,1,1,1,1,,,,,,,,,,0,,,4.50,,,,,
Public Method,"net.siliconcode.sonar.quamoco.QuamocoPluginTest.testGetExtensions_1",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/QuamocoPluginTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,2,,,,6,3,4,,,8,,,,,,,,,4,,1,4,5,3,,,,2,,,1,1,1,1,,,,,,,,,,0,,,1.33,,,,,
Public Class,"net.siliconcode.sonar.quamoco.QuamocoRulesDefinition",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/QuamocoRulesDefinition.java,,,,,,,1,1,1,1,,10,2,8,0,3,1,0,,0,0,,,,,2,1,,,,,,,2,2,,0,,,1,0,,1,,,,,,,,,57,7,,,,20,8,11,,,30,,,,,,,,,,,,8,13,7,,,,6,,,,,,,,,2,2,2,1,,,1,1,,50,1.50,3,3,3,2,
Public Method,"net.siliconcode.sonar.quamoco.QuamocoRulesDefinition.define",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/QuamocoRulesDefinition.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,2,,,,6,1,4,,,0,,,,,,,,,1,,1,2,3,1,,,,2,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Private Method,"net.siliconcode.sonar.quamoco.QuamocoRulesDefinition.loadRepositoryRules",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/QuamocoRulesDefinition.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,12,2,,,,10,4,6,,,0,,,,,,,,,9,,2,5,8,4,,,,4,,,2,2,2,1,,,,,,,,,,1,,,0.00,,,,,
Public Abstract Class,"net.siliconcode.sonar.quamoco.QuamocoSensor",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/QuamocoSensor.java,,,,,,,1,1,1,1,,9,1,7,0,2,2,2,,0,1,,,,,5,2,,,,,,,5,5,,0,,,0,3,,2,,,,,,,,,94,13,,,,42,15,27,,,39,,,,,,,,,,,,21,26,13,,,,13,,,,,,,,,1,1,1,1,,,1,1,,73,0.93,5,5,5,5,
Public Constructor,"net.siliconcode.sonar.quamoco.QuamocoSensor.QuamocoSensor",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/QuamocoSensor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,0,,,,4,1,2,,,0,,,,,,,,,3,,1,2,3,1,,,,2,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Method,"net.siliconcode.sonar.quamoco.QuamocoSensor.analyse",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/QuamocoSensor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,33,6,,,,27,6,23,,,0,,,,,,,,,10,,1,13,15,5,,,,10,,,1,1,1,1,,,,,,,,,,1,,,0.00,,,,,
Private Method,"net.siliconcode.sonar.quamoco.QuamocoSensor.analyse.(lambda_expr_1)",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/QuamocoSensor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15,3,,,,12,2,10,,,0,,,,,,,,,12,,2,7,8,2,,,,6,,,2,2,2,1,,,,,,,,,,0,,,0.00,,,,,
Private Method,"net.siliconcode.sonar.quamoco.QuamocoSensor.analyse.(lambda_expr_2)",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/QuamocoSensor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,0,,,,8,0,8,,,0,,,,,,,,,7,,2,2,2,0,,,,2,,,2,2,2,1,,,,,,,,,,0,,,0.00,,,,,
Protected Abstract Method,"net.siliconcode.sonar.quamoco.QuamocoSensor.getLanguage",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/QuamocoSensor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,1,1,0,,,0,,,,,,,,,1,,1,1,1,1,,,,0,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Protected Method,"net.siliconcode.sonar.quamoco.QuamocoSensor.getLogger",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/QuamocoSensor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,0,,,,3,1,1,,,3,,,,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,1.00,,,,,
Protected Abstract Method,"net.siliconcode.sonar.quamoco.QuamocoSensor.utilizeParser",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/QuamocoSensor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,1,1,0,,,0,,,,,,,,,0,,1,1,1,1,,,,0,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Class,"net.siliconcode.sonar.quamoco.TestAll",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/TestAll.java,,,,,,,1,1,1,1,,10,0,3,7,1,0,0,,1,0,,,,,0,0,,,,,,,1,1,,0,,,0,0,,1,,,,,,,,,22,1,,,,5,2,1,,,16,,,,,,,,,,,,1,3,2,,,,1,,,,,,,,,1,1,1,1,,,1,0,,0,3.20,1,1,1,1,
Public Static Method,"net.siliconcode.sonar.quamoco.TestAll.main",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/TestAll.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,0,,,,3,1,1,,,7,,,,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,2.33,,,,,
Package,"net.siliconcode.sonar.quamoco.computers",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/computers/CSharpComputer.java,,,,,,,1,1,1,1,,4,0,4,0,,,,2,0,6,3,,,,12,0,,,,,,,12,,,0,,,0,8,,4,,,,,,,,,273,27,,,,101,62,37,,,145,,,,,,,,,,,,60,78,55,,,,23,,,,,,,,,2,2,2,1,,,,1,,,1.44,14,14,14,12,
Public Class,"net.siliconcode.sonar.quamoco.computers.CSharpComputer",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/computers/CSharpComputer.java,,,,,,,1,1,1,1,,4,0,4,0,1,3,0,,0,3,,,,,6,0,,,,,,,6,26,,0,,,0,4,,2,,,,,,,,,79,8,,,,38,19,18,,,33,,,,,,,,,,,,17,26,15,,,,11,,,,,,,,,2,2,2,1,,,2,1,,88,0.87,7,7,7,6,
Public Constructor,"net.siliconcode.sonar.quamoco.computers.CSharpComputer.CSharpComputer",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/computers/CSharpComputer.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,,,,3,1,1,,,0,,,,,,,,,2,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Method,"net.siliconcode.sonar.quamoco.computers.CSharpComputer.executeQuamocoDetector",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/computers/CSharpComputer.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,,,,4,2,2,,,0,,,,,,,,,2,,1,2,3,2,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Protected Method,"net.siliconcode.sonar.quamoco.computers.CSharpComputer.getExtension",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/computers/CSharpComputer.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,,,,3,1,1,,,0,,,,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Protected Method,"net.siliconcode.sonar.quamoco.computers.CSharpComputer.getLanguage",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/computers/CSharpComputer.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,,,,3,1,1,,,0,,,,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Protected Method,"net.siliconcode.sonar.quamoco.computers.CSharpComputer.getOutputMetrics",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/computers/CSharpComputer.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,1,,,,9,3,6,,,0,,,,,,,,,6,,2,5,8,4,,,,4,,,2,2,2,1,,,,,,,,,,1,,,0.00,,,,,
Protected Method,"net.siliconcode.sonar.quamoco.computers.CSharpComputer.getRepoNames",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/computers/CSharpComputer.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,,,,6,2,4,,,0,,,,,,,,,3,,1,4,5,2,,,,3,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Class,"net.siliconcode.sonar.quamoco.computers.JavaComputer",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/computers/JavaComputer.java,,,,,,,1,1,1,1,,5,0,4,0,1,3,0,,0,3,,,,,6,0,,,,,,,6,26,,0,,,0,4,,2,,,,,,,,,79,8,,,,39,19,19,,,32,,,,,,,,,,,,18,27,15,,,,12,,,,,,,,,2,2,2,1,,,2,1,,88,0.82,7,7,7,6,
Public Constructor,"net.siliconcode.sonar.quamoco.computers.JavaComputer.JavaComputer",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/computers/JavaComputer.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,,,,3,1,1,,,0,,,,,,,,,2,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Method,"net.siliconcode.sonar.quamoco.computers.JavaComputer.executeQuamocoDetector",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/computers/JavaComputer.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,,,,4,2,2,,,0,,,,,,,,,2,,1,2,3,2,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Protected Method,"net.siliconcode.sonar.quamoco.computers.JavaComputer.getExtension",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/computers/JavaComputer.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,,,,3,1,1,,,0,,,,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Protected Method,"net.siliconcode.sonar.quamoco.computers.JavaComputer.getLanguage",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/computers/JavaComputer.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,,,,3,1,1,,,0,,,,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Protected Method,"net.siliconcode.sonar.quamoco.computers.JavaComputer.getOutputMetrics",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/computers/JavaComputer.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,1,,,,9,3,6,,,0,,,,,,,,,6,,2,5,8,4,,,,4,,,2,2,2,1,,,,,,,,,,1,,,0.00,,,,,
Protected Method,"net.siliconcode.sonar.quamoco.computers.JavaComputer.getRepoNames",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/computers/JavaComputer.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,0,,,,7,2,5,,,0,,,,,,,,,3,,1,5,6,2,,,,4,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Package,"net.siliconcode.sonar.quamoco.detectors",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/detectors/CSharpQuamocoDetector.java,,,,,,,1,1,1,1,,11,0,4,6,,,,7,4,0,8,,,,31,5,,,,,,,35,,,0,,,0,0,,35,,,,,,,,,692,83,,,,234,142,63,,,375,,,,,,,,,,,,119,167,118,,,,49,,,,,,,,,3,3,3,1,,,,2,,,1.60,39,39,39,35,
Public Class,"net.siliconcode.sonar.quamoco.detectors.CSharpQuamocoDetector",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/detectors/CSharpQuamocoDetector.java,,,,,,,1,1,1,1,,4,0,4,0,1,0,0,,0,0,,,,,1,0,,,,,,,1,5,,0,,,0,0,,1,,,,,,,,,11,2,,,,6,3,1,,,3,,,,,,,,,,,,1,3,2,,,,1,,,,,,,,,1,1,1,1,,,2,0,,0,0.50,1,1,1,1,
Public Constructor,"net.siliconcode.sonar.quamoco.detectors.CSharpQuamocoDetector.CSharpQuamocoDetector",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/detectors/CSharpQuamocoDetector.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,0,,,,4,2,1,,,0,,,,,,,,,2,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Class,"net.siliconcode.sonar.quamoco.detectors.CSharpQuamocoDetectorTest",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/detectors/CSharpQuamocoDetectorTest.java,,,,,,,1,1,1,1,,12,0,3,8,1,1,0,,1,0,,,,,3,0,,,,,,,4,4,,0,,,0,0,,4,,,,,,,,,66,5,,,,18,12,6,,,43,,,,,,,,,,,,6,11,9,,,,2,,,,,,,,,1,1,1,1,,,1,0,,0,2.39,4,4,4,4,
Public Static Method,"net.siliconcode.sonar.quamoco.detectors.CSharpQuamocoDetectorTest.main",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/detectors/CSharpQuamocoDetectorTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,0,,,,3,1,1,,,8,,,,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,2.67,,,,,
Public Method,"net.siliconcode.sonar.quamoco.detectors.CSharpQuamocoDetectorTest.setUp",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/detectors/CSharpQuamocoDetectorTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,0,,,,2,1,0,,,9,,,,,,,,,0,,1,0,1,1,,,,0,,,1,1,1,1,,,,,,,,,,0,,,4.50,,,,,
Public Method,"net.siliconcode.sonar.quamoco.detectors.CSharpQuamocoDetectorTest.tearDown",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/detectors/CSharpQuamocoDetectorTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,0,,,,2,1,0,,,9,,,,,,,,,0,,1,0,1,1,,,,0,,,1,1,1,1,,,,,,,,,,0,,,4.50,,,,,
Public Method,"net.siliconcode.sonar.quamoco.detectors.CSharpQuamocoDetectorTest.testCSharpQuamocoDetector_1",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/detectors/CSharpQuamocoDetectorTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,2,,,,7,5,5,,,9,,,,,,,,,3,,1,5,6,5,,,,1,,,1,1,1,1,,,,,,,,,,0,,,1.29,,,,,
Public Class,"net.siliconcode.sonar.quamoco.detectors.JavaQuamocoDetector",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/detectors/JavaQuamocoDetector.java,,,,,,,1,1,1,1,,4,0,3,0,1,0,0,,0,0,,,,,5,0,,,,,,,5,9,,0,,,0,0,,5,,,,,,,,,36,9,,,,19,8,5,,,8,,,,,,,,,,,,5,11,6,,,,5,,,,,,,,,1,1,1,1,,,2,0,,0,0.42,5,5,5,5,
Public Constructor,"net.siliconcode.sonar.quamoco.detectors.JavaQuamocoDetector.JavaQuamocoDetector",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/detectors/JavaQuamocoDetector.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,0,,,,4,2,1,,,0,,,,,,,,,2,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Method,"net.siliconcode.sonar.quamoco.detectors.JavaQuamocoDetector.cloneDetection",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/detectors/JavaQuamocoDetector.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,,,,2,1,0,,,0,,,,,,,,,0,,1,0,1,1,,,,0,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Method,"net.siliconcode.sonar.quamoco.detectors.JavaQuamocoDetector.execute",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/detectors/JavaQuamocoDetector.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,,,,6,1,4,,,0,,,,,,,,,4,,1,4,5,1,,,,4,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Method,"net.siliconcode.sonar.quamoco.detectors.JavaQuamocoDetector.insufficientComment",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/detectors/JavaQuamocoDetector.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,1,,,,2,1,0,,,3,,,,,,,,,0,,1,0,1,1,,,,0,,,1,1,1,1,,,,,,,,,,0,,,1.50,,,,,
Public Method,"net.siliconcode.sonar.quamoco.detectors.JavaQuamocoDetector.missingDocumentation",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/detectors/JavaQuamocoDetector.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,,,,2,1,0,,,0,,,,,,,,,0,,1,0,1,1,,,,0,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Class,"net.siliconcode.sonar.quamoco.detectors.JavaQuamocoDetectorTest",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/detectors/JavaQuamocoDetectorTest.java,,,,,,,1,1,1,1,,13,0,4,8,1,1,0,,1,0,,,,,7,1,,,,,,,8,8,,0,,,0,0,,8,,,,,,,,,132,15,,,,43,24,18,,,74,,,,,,,,,,,,19,28,17,,,,11,,,,,,,,,1,1,1,1,,,1,0,,37,1.72,8,8,8,8,
Public Static Method,"net.siliconcode.sonar.quamoco.detectors.JavaQuamocoDetectorTest.main",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/detectors/JavaQuamocoDetectorTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,0,,,,3,1,1,,,8,,,,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,2.67,,,,,
Public Method,"net.siliconcode.sonar.quamoco.detectors.JavaQuamocoDetectorTest.setUp",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/detectors/JavaQuamocoDetectorTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,0,,,,6,4,4,,,8,,,,,,,,,3,,1,4,5,4,,,,1,,,1,1,1,1,,,,,,,,,,0,,,1.33,,,,,
Public Method,"net.siliconcode.sonar.quamoco.detectors.JavaQuamocoDetectorTest.tearDown",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/detectors/JavaQuamocoDetectorTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,0,,,,2,1,0,,,9,,,,,,,,,0,,1,0,1,1,,,,0,,,1,1,1,1,,,,,,,,,,0,,,4.50,,,,,
Public Method,"net.siliconcode.sonar.quamoco.detectors.JavaQuamocoDetectorTest.testCloneDetection_1",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/detectors/JavaQuamocoDetectorTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,1,,,,4,1,2,,,8,,,,,,,,,2,,1,2,3,1,,,,2,,,1,1,1,1,,,,,,,,,,0,,,2.00,,,,,
Public Method,"net.siliconcode.sonar.quamoco.detectors.JavaQuamocoDetectorTest.testExecute_1",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/detectors/JavaQuamocoDetectorTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,1,,,,4,1,2,,,8,,,,,,,,,2,,1,2,3,1,,,,2,,,1,1,1,1,,,,,,,,,,0,,,2.00,,,,,
Public Method,"net.siliconcode.sonar.quamoco.detectors.JavaQuamocoDetectorTest.testInsufficientComment_1",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/detectors/JavaQuamocoDetectorTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,1,,,,4,1,2,,,8,,,,,,,,,2,,1,2,3,1,,,,2,,,1,1,1,1,,,,,,,,,,0,,,2.00,,,,,
